"Model Name","Model Id"
"WOODEN_FENCE","366_01_1"
"FENCE_WOODEN","331_01_1"
"FENCE_WOODEN","331_01_1"
"FENCE_WOODEN","331_01_1"
"FENCE_WOODEN","331_01_1"
"FENCE_WOODEN","331_01_1"
"FENCE_WOODEN","331_01_1"
"FENCE_WOODEN","331_01_1"
"FENCE_WOODEN","331_01_1"
"FENCE_WOODEN","331_01_1"
"FENCE_WOODEN","331_01_1"
"FENCE_WOODEN","331_01_1"
"FENCE_WOODEN","331_01_1"
"FENCE_WOODEN","331_01_1"
"FENCE_WOODEN","331_01_1"
"FENCE_WOODEN","331_01_1"
"FENCE_WOODEN","331_01_1"
"FENCE_WOODEN","331_01_1"
"FENCE_WOODEN","331_01_1"
"FENCE_WOODEN","331_01_1"
"FENCE_WOODEN","331_01_1"
"FENCE_WOODEN","331_01_1"
"FENCE_WOODEN","331_01_1"
"FENCE_WOODEN","331_01_1"
"FENCE_WOODEN","331_01_1"
"FENCE_WOODEN","331_01_1"
"FENCE_WOODEN","331_01_1"
"FENCES","303_02_1"
"FENCES","303_02_1"
"FENCES","303_02_1"
"FENCES","303_02_1"
"FENCES","303_02_1"
"FENCES","303_02_1"
"FLOODLIGHT","303_04_1"
"FENCES","303_02_1"
"FENCES","303_02_1"
"FENCES","303_02_1"
"FENCES","303_02_1"
"FENCES","303_02_1"
"CHAIN_FENCE","303_01_1"
"FENCE_GATES","304_01_1"
"FENCE_GATES","304_01_1"
"FENCE_GATES","304_01_1"
"FENCE_GATES","304_01_1"
"FENCES","303_02_1"
"FENCES","303_02_1"
"CHAIN_FENCE","303_01_1"
"FENCES","303_02_1"
"FENCES","303_02_1"
"FENCES","303_02_1"
"FENCES","303_02_1"
"FENCES","303_02_1"
"FENCES","303_02_1"
"FENCES","303_02_1"
"FENCES","303_02_1"
"FENCES","303_02_1"
"FENCES","303_02_1"
"FLOODLIGHT","303_04_1"
"CHAIN_FENCE","303_01_1"
"FENCES","303_02_1"
"FENCES","303_02_1"
"FENCES","303_02_1"
"FLOODLIGHT","303_04_1"
"TREE_SMALL","905_01_1"
"TREE_SMALL","905_01_1"
"TREE_SMALL","905_01_1"
"TREE_SMALL","905_01_1"
"TREE_SMALL","905_01_1"
"TREE_SMALL","905_01_1"
"TREE_SMALL","905_01_1"
"TREE_SMALL","905_01_1"
"TREE_SMALL","905_01_1"
"TREE_SMALL","905_01_1"
"TREE_SMALL","905_01_1"
"TREE_SMALL","905_01_1"
"TREE_SMALL","905_01_1"
"TREE_SMALL","905_01_1"
"TREE_SMALL","905_01_1"
"TREE_SMALL","905_01_1"
"TREE_SMALL","905_01_1"
"TREE_SMALL","905_01_1"
"TREE_SMALL","905_01_1"
"TREE_SMALL","905_01_1"
"TREE_SMALL","905_01_1"
"TREE_SMALL","905_01_1"
"TREE_SMALL","905_01_1"
"TREE_SMALL","905_01_1"
"TREE_SMALL","905_01_1"
"TREE_SMALL","905_01_1"
"TREE_SMALL","905_01_1"
"TREE_SMALL","905_01_1"
"TREE_SMALL","905_01_1"
"TREE_SMALL","905_01_1"
"TREE_SMALL","905_01_1"
"TREE_SMALL","905_01_1"
"TREE_SMALL","905_01_1"
"TREE_SMALL","905_01_1"
"TREE_SMALL","905_01_1"
"TREE_SMALL","905_01_1"
"TREE_SMALL","905_01_1"
"TREE_SMALL","905_01_1"
"TREE_SMALL","905_01_1"
"TREE_SMALL","905_01_1"
"TREE_SMALL","905_01_1"
"TREE_SMALL","905_01_1"
"TREE_SMALL","905_01_1"
"TREE_SMALL","905_01_1"
"TREE_SMALL","905_01_1"
"TREE_SMALL","905_01_1"
"TREE_SMALL","905_01_1"
"TREE_SMALL","905_01_1"
"TREE_SMALL","905_01_1"
"TREE_SMALL","905_01_1"
"TREE_SMALL","905_01_1"
"TREE_SMALL","905_01_1"
"TREE_SMALL","905_01_1"
"SOFA","238_01_1"
"BED","246_01_1"
"TABLE","224_01_1"
"BED","246_01_1"
"THREE_STOREY_BUILDING","458_01_1"
"SOFA","238_01_1"
"AMMOCRATE","306_01_1"
"AMMOCRATE","306_01_1"
"WOODEN_CRATE","301_01_1"
"WOODEN_CRATE","301_01_1"
"WOODEN_CRATE","301_01_1"
"WOODEN_CRATE","301_01_1"
"WOODEN_CRATE","301_01_1"
"WOODEN_CRATE","301_01_1"
"WOODEN_CRATE","301_01_1"
"WOODEN_CRATE","301_01_1"
"WOODEN_CRATE","301_01_1"
"WOODEN_CRATE","301_01_1"
"WOODEN_CRATE","301_01_1"
"WOODEN_CRATE","301_01_1"
"TWO_STOREY_BUILDING_RUINED","422_04_1"
"SMALLWAREHOUSE","412_01_1"
"AMMOCRATE","306_01_1"
"AMMOCRATE","306_01_1"
"AMMOCRATE","306_01_1"
"AMMOCRATE","306_01_1"
"OILSKIN_CRATE","342_01_1"
"OILSKIN_CRATE","342_01_1"
"OILSKIN_CRATE","342_01_1"
"OILSKIN_CRATE","342_01_1"
"WOODEN_CRATE","301_01_1"
"WOODEN_CRATE","301_01_1"
"DOOR","503_01_1"
"BUILDING_ONE_STOREY","460_01_1"
"BUILDING_ONE_STOREY","460_01_1"
"DOOR","500_01_1"
"TWO_STOREY_BUILDING_RUINED","422_04_1"
"GUNNER_BUILDING","459_01_1"
"DOOR","503_01_1"
"DOOR","500_01_1"
"DOOR","500_01_1"
"TOILET","228_01_1"
"SHELTER","461_01_1"
"BARREL","300_04_1"
"BARREL_EXPLODE","300_02_1"
"BARREL","300_03_1"
"BARREL","300_01_1"
"BARREL_EXPLODE","300_02_1"
"CONTAINER_YELLOW","319_03_1"
"CONTAINER_GREEN","319_04_1"
"CONTAINER_RED","319_02_1"
"WOODEN_CRATE","301_01_1"
"WOODEN_CRATE","301_01_1"
"WOODEN_CRATE","301_01_1"
"CONTAINER_BLUE","319_01_1"
"CONTAINER_YELLOW","319_03_1"
"CONTAINER_BLUE","319_01_1"
"CONTAINER_GREEN","319_04_1"
"WOODEN_CRATE","301_01_1"
"WOODEN_CRATE","301_01_1"
"WOODEN_CRATE","301_01_1"
"WOODEN_CRATE","301_01_1"
"WOODEN_CRATE","301_01_1"
"WOODEN_CRATE","301_01_1"
"WOODEN_CRATE","301_01_1"
"WOODEN_CRATE","301_01_1"
"SHELTER","461_01_1"
"SMALLWAREHOUSE","412_01_1"
"DOOR","503_01_1"
"AMMOCRATE","306_01_1"
"AMMOCRATE","306_01_1"
"AMMOCRATE","306_01_1"
"AMMOCRATE","306_01_1"
"AMMOCRATE","306_01_1"
"AMMOCRATE","306_01_1"
"OILSKIN_CRATE","342_01_1"
"OILSKIN_CRATE","342_01_1"
"WOODEN_CRATE","301_01_1"
"BOX","219_01_1"
"BOX","219_01_1"
"BOX","219_01_1"
"BOX","219_01_1"
"BOX","219_01_1"
"BOX","219_01_1"
"BOX","219_01_1"
"BOX","219_01_1"
"BOX","219_01_1"
"BOX","219_01_1"
"BOX","219_01_1"
"BOX","219_01_1"
"BOX","219_01_1"
"BOX","219_01_1"
"GUNNER_BUILDING","459_01_1"
"DOOR","503_01_1"
"DOOR","500_01_1"
"DOOR","500_01_1"
"STREETLAMP","365_01_1"
"GUNNER_BUILDING","459_01_1"
"DOOR","503_01_1"
"DOOR","500_01_1"
"DOOR","500_01_1"
"TOILET","228_01_1"
"STREETLAMP","365_01_1"
"BED","227_01_1"
"BUILDING_ONE_STOREY","460_01_1"
"DOOR","503_01_1"
"DOOR","500_01_1"
"BUILDING_ONE_STOREY","460_01_1"
"DOOR","503_01_1"
"DOOR","500_01_1"
"BUILDING_ONE_STOREY","460_01_1"
"DOOR","503_01_1"
"DOOR","500_01_1"
"WATERTOWER","435_01_1"
"GUNNER_BUILDING","459_01_1"
"DOOR","503_01_1"
"DOOR","500_01_1"
"DOOR","500_01_1"
"STREETLAMP","365_01_1"
"GUNNER_BUILDING","459_01_1"
"DOOR","500_01_1"
"STREETLAMP","365_01_1"
"SNIPER_HOUSE","429_03_1"
"SNIPER_HOUSE","429_03_1"
"SNIPER_HOUSE","429_03_1"
"LOADINGBAY","419_01_1"
"BARREL","300_03_1"
"BARREL_EXPLODE","300_02_1"
"BARREL","300_03_1"
"BARREL_EXPLODE","300_02_1"
"BARREL","300_03_1"
"BARREL_EXPLODE","300_02_1"
"WOODEN_CRATE","301_01_1"
"WOODEN_CRATE","301_01_1"
"WOODEN_CRATE","301_01_1"
"WOODEN_CRATE","301_01_1"
"SMALLFUELCONTAINER","439_01_1"
"SMALLFUELCONTAINER","439_01_1"
"GARAGE","410_01_1"
"ROAD","364_02_1"
"STREETLAMP","365_01_1"
"STREETLAMP","365_01_1"
"STREETLAMP","365_01_1"
"STREETLAMP","365_01_1"
"SNOW_ROAD","364_01_1"
"ROAD","364_02_1"
"OFFICEBUILDING","409_01_1"
"DOOR","500_01_1"
"DOOR","500_01_1"
"DOOR","500_01_1"
"DOOR","500_01_1"
"DOOR","500_01_1"
"DOOR","500_01_1"
"CHAIR","215_01_1"
"DESK","205_01_1"
"DESK","205_01_1"
"DESK","205_01_1"
"CHAIR","215_01_1"
"CHAIR","215_01_1"
"DESK","205_01_1"
"DESK","205_01_1"
"CHAIR","215_01_1"
"CHAIR","215_01_1"
"SWITCH","202_01_1"
"SWITCH","202_01_1"
"SWITCH","202_01_1"
"SWITCH","202_01_1"
"SWITCH","202_01_1"
"CHECKPOINT","425_01_1"
"T80_TANK","614_01_1"
"TRAIN_ENGINE","605_01_1"
"WAGON","612_01_1"
"TRAIN_WAGON","608_01_1"
"WAGON_CARRIER_BOX","606_01_1"
"SCAFFOLDING","361_01_1"
"WAGON","607_01_1"
"WAGON","609_01_1"
"TRUCK","610_01_1"
"TRUCK","610_01_1"
"HELICOPTER_PATROL","700_01_1"
"HELICOPTER","709_01_1"
"PILOT_AI","715_01_1"
"TRAIN_TRACK","323_01_1"
"ROAD_TRACK","368_01_1"
"ROAD_TRACK","368_01_1"
"ROAD_TRACK","368_01_1"
"ROAD_TRACK","368_01_1"
"ROAD_TRACK","368_01_1"
"TRAIN_TRACK","323_01_1"
"TRAIN_TRACK","323_01_1"
"ROAD_TRACK","368_01_1"
"ROAD_TRACK","368_01_1"
"ROAD_TRACK","368_01_1"
"ROAD_TRACK","368_01_1"
"ROAD_TRACK","368_01_1"
"ROAD_TRACK","368_01_1"
"ROAD_TRACK","368_01_1"
"ROAD_TRACK","368_01_1"
"TRAIN_BRIDGE","325_01_1"
"TRAIN_TRACK","323_01_1"
"TRAIN_TRACK","323_01_1"
"TRAIN_BRIDGE","325_01_1"
"TRAIN_TRACK","323_01_1"
"TRAIN_TRACK","323_01_1"
"AITYPE_SPETNAZ_GUARD_AK","018_01_1"
"AITYPE_SPETNAZ_GUARD_AK","018_01_1"
"AITYPE_SPETNAZ_GUARD_AK","018_01_1"
"AITYPE_SPETNAZ_GUARD_AK","018_01_1"
"AITYPE_SPETNAZ_GUARD_AK","018_01_1"
"AITYPE_SPETNAZ_GUARD_AK","018_01_1"
"AITYPE_SPETNAZ_GUARD_AK","018_01_1"
"AITYPE_SPETNAZ_GUARD_AK","018_01_1"
"AITYPE_SPETNAZ_GUARD_AK","018_01_1"
"AITYPE_PATROL_AK","003_01_1"
"AITYPE_PATROL_AK","003_01_1"
"AITYPE_PATROL_AK","003_01_1"
"AITYPE_PATROL_AK","003_01_1"
"AITYPE_PATROL_AK","003_01_1"
"AITYPE_PATROL_AK","003_01_1"
"AITYPE_PATROL_AK","003_01_1"
"AITYPE_PATROL_AK","003_01_1"
"AITYPE_PATROL_AK","003_01_1"
"AITYPE_PATROL_AK","003_01_1"
"AITYPE_PATROL_AK","003_01_1"
"AITYPE_RPG","013_01_1"
"AITYPE_PATROL_AK","003_01_1"
"AITYPE_PATROL_AK","003_01_1"
"AITYPE_PATROL_AK","003_01_1"
"AITYPE_PATROL_AK","003_01_1"
"AITYPE_PATROL_AK","003_01_1"
"GUARD_WAREHOUSE","004_02_1"
"GUARD_WAREHOUSE","004_02_1"
"GUARD_WAREHOUSE","004_02_1"
"AITYPE_PATROL_AK","003_01_1"
"AITYPE_PATROL_AK","003_01_1"
"AITYPE_PATROL_AK","003_01_1"
"FENCE_GATES","304_01_1"
"FENCE_GATES","304_01_1"
"FENCE_GATES","304_01_1"
"FENCE_GATES","304_01_1"
"ANYA_HQ","472_01_1"
"TRAIN_CARRIAGE","620_01_1"
"BARREL","300_01_1"
"BARREL","300_01_1"
"BOX","219_01_1"
"BOX","219_01_1"
"BOX","219_01_1"
"WOODEN_CRATE","301_01_1"
"WOODEN_CRATE","301_01_1"
"WOODEN_CRATE","301_01_1"
"METAL_DOOR_SLIDE_RIGHT","501_01_1"
"LARGE_LIGHTS","210_01_1"
"LARGE_LIGHTS","210_01_1"
"JONES","000_01_1"
"AITYPE_JACH_PRIBOI","009_01_1"
"TRAIN_CARRIAGE","620_01_1"
"WOODEN_CRATE","301_01_1"
"BOX","219_01_1"
"BOX","219_01_1"
"BOX","219_01_1"
"BOX","219_01_1"
"BOX","219_01_1"
"BOX","219_01_1"
"BARREL","300_01_1"
"CHAIR","215_01_1"
"CHAIR","225_01_1"
"LARGE_LIGHTS","210_01_1"
"LARGE_LIGHTS","210_01_1"
"PLANE_JSF","702_02_1"
"PLANE_JSF","702_02_1"
"PLANE_JSF","702_02_1"
"MISSILE2","714_01_1"
"MISSILE2","714_01_1"
"TRAIN_ENGINE","605_01_1"
"WAGON","612_01_1"
"TRAIN_WAGON","608_01_1"
"WAGON_CARRIER_BOX","606_01_1"
"WAGON","607_01_1"
"WAGON","609_01_1"
"JONES","000_01_1"
"AITYPE_JACH_PRIBOI","009_01_1"
"TRAIN_ENGINE","605_01_1"
"TRAIN_WAGON_2","613_01_1"
"TRAIN_WAGON","608_01_1"
"WAGON_CARRIER_BOX","606_01_1"
"WAGON","607_01_1"
"WAGON","609_01_1"
"TRAIN_ENGINE","605_01_1"
"TRAIN_WAGON_2","613_01_1"
"TRAIN_WAGON","608_01_1"
"WAGON_CARRIER_BOX","606_01_1"
"WAGON","607_01_1"
"WAGON","609_01_1"
"AITYPE_ANYA","015_01_1"
"JONES","000_01_1"
"AITYPE_JACH_PRIBOI","009_01_1"
"HELICOPTER","709_01_1"
"PILOT_AI","715_01_1"
"TRUCK","610_01_1"
"JONES","000_01_1"
"AITYPE_JACH_PRIBOI","009_01_1"
